-0.75011	-3.6446
-1.5428	-4.9246
-7.8925	8.6155
1.3713	5.9459
-1.729	-5.5242
-1.6644	-4.598
-1.965	14.075
0.71095	-3.2805
-1.088	-4.6416
-2.066	-8.1339
0.23256	-3.4351
0.0045389	-4.1019
-2.4688	-8.0024
-0.46886	3.0095
-1.5885	-6.4658
-10.649	11.2
-1.9872	1.1644
-6.8974	4.994
-1.412	-6.5256
-4.1794	10.851
-6.3584	10.228
-1.2513	-5.6329
-6.767	5.1648
-10.013	7.9835
-1.5662	4.3841
-0.8384	-3.755
1.2729	12.731
1.1369	-2.2496
-3.6615	10.984
0.59144	4.2936
-1.9284	-5.1361
-4.6831	-2.0569
0.07693	-4.027
-0.91066	-5.1211
0.83875	2.9039
-4.5741	9.4653
-1.384	-5.2229
-1.2972	-4.088
-1.0497	3.2385
-5.0267	7.7945
-2.5272	-6.4118
-1.7859	-5.3435
-1.8465	2.1508
-2.1239	-6.6459
-6.7456	4.8123
-5.0294	12.575
-0.172	-3.5763
-0.89571	-4.4996
-2.4874	-6.1847
-0.29724	-3.3151
0.13519	-4.9685
-2.5599	3.8138
-1.6577	-7.0987
-2.0179	-5.126
-3.3751	8.2358
-3.2623	-7.0165
-2.0612	-5.1371
1.8088	7.4785
-1.4679	-5.4438
-2.4152	-5.8809
-9.5257	6.4274
-1.9251	-6.0983
-7.6865	4.2461
0.030196	-3.9766
-0.60493	-3.5349
-7.1531	11.452
-3.8494	7.2647
-4.7202	-1.4601
-4.9151	5.0787
-1.0509	-5.3274
-6.536	-1.1845
-1.131	-4.6781
-2.6787	7.0585
-5.6789	7.5953
-2.7832	2.6813
-6.4354	4.1444
-1.2123	-4.361
-1.0197	-4.1238
0.46094	0.8783
-10.6	3.5083
-1.4751	-5.7465
-4.4195	0.037412
-10.17	1.6936
-0.56369	-4.6326
-1.0114	-4.7642
-8.0008	8.1453
0.37071	8.2594
-9.1085	6.4302
-3.62	-1.4608
-0.18927	-4.2006
-1.4451	-5.2958
-0.84232	-3.6886
-0.93586	-5.3767
-10.079	3.9587
-2.0535	2.3295
-1.7949	-5.529
-1.4588	3.4604
-5.6261	8.898
-1.4871	-7.3711
-1.7546	-5.179
-2.9321	-7.2123
-5.1509	7.8565
-0.023617	-1.4806
-4.4378	7.8508
-1.9783	-5.4802
-1.1304	-4.5532
-5.5809	2.618
-0.83733	-5.6141
-0.72224	-4.4907
-4.7529	5.0311
-1.6386	-5.0782
-10.688	8.6304
-0.39227	-5.2308
-0.69524	-5.0029
-9.4913	10.761
-5.1245	3.4088
-8.58	7.1883
-3.8924	5.3532
0.85388	2.0888
-1.9112	-0.31937
-9.085	5.5099
-1.5395	-4.7673
-1.2635	-5.1818
-4.0534	1.1571
-6.9124	9.7483
-5.7238	4.1721
-5.2267	4.2187
-0.57067	-4.9804
-2.5365	1.9504
-0.56732	-5.5944
-0.23554	-4.342
-0.72551	-4.2845
-0.31673	-3.4584
-14.049	6.2957
-0.65693	-5.0431
-2.2922	-5.996
-0.65752	-4.404
0.06362	-3.5292
-4.2921	-5.2525
-1.2359	-5.0784
-4.8606	-3.0911
-0.86989	-4.8537
-0.37436	-0.22181
-0.65489	-3.2342
-0.69074	-5.075
-0.87614	-4.6391
-3.8797	2.2722
-8.7312	7.342
0.1118	-3.2843
-0.98115	-4.1968
2.0255	-3.7303
-0.30121	-4.705
-8.2319	4.1364
-0.046255	3.7016
-1.4914	-3.9743
-1.4859	5.5899
-0.61705	-4.4645
-0.78484	-4.3118
-14.01	16.998
-0.37909	-2.5885
-7.5544	-1.7845
-3.103	8.3726
-16.359	8.47
-5.5149	5.3762
-0.76669	-5.0563
-0.20968	-4.2303
-1.5955	12.476
-1.8202	-5.4958
-1.3047	-4.7559
-0.50975	-5.1954
-2.475	-5.9858
-7.7588	5.6382
-3.9335	-6.5762
0.094124	-4.0142
-2.2968	-5.5871
-1.2237	-5.5601
0.51673	-2.7107
-1.8627	-5.5853
-2.2896	3.0646
-7.702	4.9076
-3.1249	-7.9493
-0.67035	-5.0568
-8.915	2.0163
-7.8369	3.1935
-1.8872	-4.95
4.0702	-0.36257
-4.5636	8.9543
-4.3627	13.229
-0.32616	-3.6093
-4.2911	3.5323
-3.5715	11.678
-15.707	6.3978
-0.99611	-4.4265
-9.3898	5.9133
-0.69431	-3.3919
-1.5941	-4.8012
0.81801	1.9554
-0.15187	-4.4891
0.46944	-3.829
-9.1406	4.8492
-1.273	-5.5639
0.85954	0.46388
-8.7698	2.1333
-7.6288	10.827
-13.015	16.565
-0.78113	-3.9654
-5.6538	4.0655
-4.5558	9.9453
-1.2847	-4.8892
-8.2366	3.241
-6.4875	5.1384
-0.95487	-6.4743
-4.2451	7.9949
-2.5195	-5.2107
-5.4431	2.5465
-0.42535	-3.5032
-4.1127	1.0291
-3.732	4.341
-0.91383	-3.801
-4.2148	7.0021
-1.2605	-4.6544
-1.0332	-5.3757
-2.5707	-5.6969
-2.0188	-6.3923
-2.2071	-4.4646
-0.10209	-4.5526
-3.7014	6.447
-0.95072	0.83122
-1.9869	2.4122
-12.394	6.4934
-0.21726	-4.2779
-4.7942	4.5287
-14.26	9.8154
-2.0841	-6.6166
3.9227	3.4946
-4.3647	2.6598
-0.48956	-3.1149
-2.9141	-6.9701
-1.1811	-4.861
-8.4681	9.1825
-0.75532	-4.1249
-3.365	1.679
0.089541	12.552
-0.93843	-4.6545
4.7861	3.3078
-1.3979	-5.593
4.0007	-1.18
-0.66325	-5.0715
-1.5368	-4.1942
-1.1338	-4.0992
-5.3899	-0.44565
-2.1435	-7.4562
-1.7632	-4.7058
-6.7704	0.059192
-6.2817	0.50411
-2.331	-5.2046
-4.4359	1.3921
-4.4696	-0.66377
-2.02	-5.7249
-2.497	-6.9152
-0.79216	-4.8171
-7.8343	9.7672
-0.95137	-4.6632
0.97417	-3.2627
-4.2435	6.6302
-1.2228	-5.4499
-2.2002	-5.3585
-1.894	-4.8421
-6.2062	4.1246
-2.0002	-6.3533
-4.4481	-4.9955
-1.2527	-5.0187
-3.8963	1.1384
-0.46789	-4.6317
-1.6567	-4.5695
-0.93922	-5.1789
-7.161	9.8479
-1.2429	-4.6857
-1.7899	-5.3266
-0.98492	-4.6961
-1.6085	-4.3544
-0.17782	-3.0841
-0.90992	-4.2861
-1.6332	-3.6683
-1.4042	11.618
-1.0217	-3.536
-3.3362	-1.5027
-0.179	-5.3871
-2.4479	4.9485
-1.1823	-4.0529
0.17629	16.042
-2.5342	-9.8001
-5.3992	4.523
-1.1709	-4.7319
2.1931	-5.5389
-0.65071	1.1166
-1.6522	-4.609
-1.0999	-2.8388
-1.9708	-5.242
1.8501	-1.3005
-0.98393	-4.6245
-3.9298	-3.2991
-1.169	-6.352
-2.2124	-5.5171
-2.8269	-6.8707
-0.74608	-5.6536
0.132	3.005
-4.9329	7.5131
-0.90175	-5.6505
-7.3676	4.3833
-1.2629	-4.5667
-2.1914	-6.6717
-2.2073	-6.0503
-0.21055	4.9347
-8.0205	0.51355
-1.1766	-6.069
-3.9351	4.5236
-1.9008	-5.0607
-8.6792	4.2204
-0.66861	-5.0309
-2.8675	-6.0836
-1.3998	-4.5484
-2.0388	-6.4058
-1.1891	-5.0401
-0.20441	-4.3933
-2.1869	-5.6627
-1.4582	-5.9272
-1.0912	-4.1238
-5.3449	0.65108
-0.4191	-4.3541
0.36741	-3.5208
-3.7058	5.5323
0.13981	-4.1618
-0.82167	2.7523
-1.1283	-5.7019
-1.77	-6.3792
-0.55221	-6.0554
-6.9908	-1.9018
-5.1821	4.9319
-0.76689	-3.9356
-7.5701	5.0909
-0.52077	-4.065
-2.1159	-5.8411
-0.86652	-4.6581
-1.3004	-5.9492
-1.6003	3.407
-1.9352	-6.2851
-11.053	7.0001
-1.918	-4.8645
-1.5071	-5.8794
-0.76118	6.7314
-1.8704	-5.426
0.33994	-4.4322
0.62857	-3.5297
-5.6401	2.3816
-0.59642	-5.29
-0.61725	-3.6217
-1.3058	3.1264
-8.2715	1.3943
-6.8557	3.7802
-1.0245	-1.0749
-0.51916	8.8449
-11.063	8.282
-4.5225	3.5721
-0.2214	-4.526
-2.0615	8.9094
-6.1911	5.7674
-1.2895	-5.4527
-7.1551	13.606
-0.70333	-5.4456
-12.031	10.555
-10.298	12.927
-1.2047	-4.1925
-1.2127	-5.8351
-6.1941	8.8943
-1.9889	-5.1319
-1.2999	-4.5701
2.0888	1.2392
-2.9447	-0.61654
-8.4312	11.375
-1.2	-5.0901
-1.1558	3.9233
-11.828	12.733
-0.2011	-4.6917
-0.95153	7.8301
-6.199	0.20789
-8.018	2.8949
-13.296	16.075
-0.72918	-3.55
-0.68939	-5.0684
-0.7234	-4.2518
-1.1654	-5.4759
0.5021	8.5669
-0.6898	-5.5467
-7.7741	2.3462
0.60719	8.0894
-4.8001	6.4578
-10.168	0.50432
-3.5484	3.6286
-0.91434	-4.5242
-5.7411	4.0873
-6.4684	4.0721
0.48197	-2.913
-5.8979	5.79
-5.2128	2.7067
-1.0763	-4.5805
-0.25149	-3.7103
-8.8583	9.115
-0.98106	-4.631
-5.3556	4.8414
-9.7773	2.4414
-8.2535	7.9102
-11.119	7.4501
-3.9243	4.0028
-8.026	13.227
-1.8569	-2.3714
-2.1483	-5.3554
-2.8121	-2.9904
6.6968	0.76193
-2.1092	-4.9447
