-7.5101	-10.389
-23.498	13.62
-9.3432	-3.0469
-10.837	-2.4532
-8.124	15.312
-23.372	12.65
-12.898	-2.853
-22.567	14.122
-1.5815	-11.682
-3.151	-1.3701
-25.064	15.319
-22.985	20.214
-13.296	1.548
-8.9454	-14.846
-14.015	-3.5359
-6.3983	4.7443
-10.111	20.175
-15.296	4.4636
-14.942	1.802
-12.317	23.372
-5.6553	-10.212
-14.818	22.427
-8.4762	-1.9202
-30.099	19.182
-26.243	18.716
-16.449	20.574
-7.0719	-10.321
-1.6455	0.42315
-16.095	14.532
-18.963	9.3104
-7.6849	-3.1743
-6.2932	-12.336
-12.132	16.196
-8.1422	14.789
-27.519	21.074
-25.242	12.632
-6.1484	-5.4394
-6.344	-9.7564
-24.209	19.609
-20.453	16.166
-11.166	18.575
-8.8898	6.3955
-8.057	-6.4589
-12.424	16.68
-8.0901	19.347
-12.296	1.7974
-15.353	19.685
-17.143	16.529
-8.9879	-2.7752
-13.447	10.21
-16.388	21.249
-27.092	11.458
-8.1254	-4.3886
-23.936	8.3746
-3.4645	-6.3259
-16.336	5.9216
-22.959	9.9896
-11.008	19.913
-6.5919	-4.4395
-13.861	23.345
-12.781	-15.19
-12.526	15.153
-6.8879	-7.6828
-19.155	12.501
-7.097	-4.2969
-18.432	19.769
-12.948	7.1876
-20.612	17.176
-18.391	21.075
-20.518	12.668
-24.407	11.923
-4.9014	-10.881
-8.3774	-1.8996
-18.813	14.076
-9.1084	2.0203
-8.8839	3.0847
-10.162	-6.6258
-18.23	15.151
-7.0902	-1.7725
-23.843	20.834
-9.1554	1.0882
1.2389	-9.0135
-4.8102	1.2255
-22.78	16.044
-21.594	9.9011
-5.0242	-2.6903
-12.485	1.9485
-3.8076	-2.6896
-11.826	-6.427
-14.257	9.5676
-10.733	-4.641
-9.6611	-3.8526
-21.087	16.714
-11.436	-5.9019
-9.3146	18.859
-12.892	-0.36718
-14.25	17.003
-11.971	-2.2
-22.204	14.334
-8.3486	-2.7633
-6.5043	-3.788
-17.898	19.948
-21.741	16.857
-13.359	26.313
-4.4961	-23.775
-13.791	17.56
-15.41	15.599
-13.375	13.839
-19.948	23.526
-10.181	-1.9005
-11.749	20.594
-9.3276	-5.054
-7.0096	5.7327
-19.655	22.226
-8.4132	-5.8302
-6.7244	-11.688
-14.114	17.889
-4.932	-8.5493
-12.221	1.0798
-7.8486	-2.1326
-3.2988	-16.709
-22.456	11.062
-10.343	18.484
-6.219	-7.7906
-8.6432	18.796
-11.418	-1.4989
-16.047	14.212
-8.5326	11.793
-9.1641	19.413
-10.544	0.45827
-2.5153	21.167
-13.819	17.383
-11.338	12.427
-10.893	24.566
-14.375	19.561
-10.773	17.285
-10.096	1.9727
-22.483	9.396
-8.1189	4.8408
-11.743	13.525
-28.59	11.837
-4.0048	-3.0346
-8.8207	-11.37
-8.188	7.5779
-11.191	-4.0967
-10.155	1.5223
-9.8524	2.4867
-25.938	7.2633
-28.143	13.84
-5.7413	-5.4184
-8.6363	-1.9987
-29.814	11.391
-3.4828	-3.1963
-13.618	10.854
-11.528	15.29
-15.016	13.282
-10.983	20.685
-6.3289	-3.4405
-10.074	1.4496
-4.8143	-5.485
-10.464	17.039
-6.8646	-1.4765
-8.9051	-11.087
-9.7899	-11.999
-13.9	22.225
-9.9286	-11.915
-20.905	13.601
-16.524	22.655
-9.3397	17.231
-8.296	-13.539
-8.7444	-11.039
-17.788	15.161
-13.273	17.591
-7.2171	-7.9566
-16.784	19.934
-4.3355	-7.7971
-24.094	15.822
-15.856	22.798
-9.9032	15.068
