-83.907	-9.8551	-5.6235	-19.136	51.804	-112.64	-10.514	5	35.037	82.926	59.324	-48.567	-10.234	-64.004	-225.62	31.042	107.1	-61.813	-63.354	72.991	-88.682	210.85	-66.855	78.441	-1.4954	-11.582	54.431	-6.5797	-14.411	3.309	-98.684	-31.057	-17.012	-6.0196	48.414	-12.524	29.839	-69.226	130.98	6.6717	12.022	24.204	-82.607	-27.957	52.556	0.7828	72.742	-14.868	-43.295	77.564	32.051	-156.64	-101.2	-34.329	94.079	21.936	-44.104	119.56	-22.228	-27.193	3.2417	-13.795	-29.363	-74.637	57.216	-170.6	-120.65	57.016	19.598	121.37	-96.115	-16.551	94.39	-25.659	14.312	28.874	-43.519	70.142	44.578	45.807	36.921	-2.8561	-7.0078	28.614	-2.5447	-57.327	-69.838	-11.11	19.355	42.232	105.94	-68.573	-71.663	77.349	-118.69	-84.463	-9.1555	104.45	-2.7691	7.1
-77.19	27.131	-59.926	-10.639	-12.463	-85.701	-19.109	-84.567	25.488	39.065	9.7034	-22.865	-66.915	22.495	-222.77	-2.7674	51.275	-75.369	-100.08	133.41	-65.993	207.71	-59.907	63.803	27.502	33.924	24.181	-34.629	-17.057	0.41966	-105.23	57.558	-6.1379	-16.556	88.187	-43.77	14.674	-51.407	104.47	-50.061	45.328	41.661	-76.159	17.249	70.32	15.915	8.0953	-50.589	-79.886	85.096	1.0473	-145.47	-63.402	-32.217	109.81	58.77	-76.475	107.25	-60.284	-49.76	11.773	40.51	-83.595	-91.911	-34.841	-145.8	-116.62	50.205	32.103	87.807	-110.98	33.056	14.11	-3.5885	-68.057	10.729	-9.3516	-19.968	60.765	-21.369	-14.243	-10.565	-10.316	23.573	-29.867	-24.119	-44.492	47.577	64.124	-3.5652	57.642	-54.34	-23.913	55.263	-23.782	-112.14	14.214	15.154	-69.786	8.4273
-53.943	30.602	-14.33	64.115	-88.632	-0.52138	-35.676	-14.075	-91.672	-85.755	-49.183	41.713	26.063	107.17	7.639	-54.113	14.411	-118.1	-108.72	-67.825	-17.97	18.032	51.41	-44.936	62.346	85.469	-80.747	-46.075	82.415	-54.027	-78.107	-38.137	-14.833	-63.068	-56.235	-52.578	-2.4468	-26.948	-13.576	46.371	-113.43	-57.987	85.721	54.16	47.048	76.719	-50.317	8.3955	-7.4692	-15.044	105.29	-39.563	-70.216	-79.836	23.806	-75.441	-23.391	-31.432	56.191	29.552	-127.45	-9.2433	135.37	-121.24	83.354	51.629	19.39	-3.8072	16.604	-15.203	1.4074	50.096	-39.812	35.054	-106.19	-90.314	-12.583	-49.619	-43.165	14.908	11.547	-65.767	-42.588	-82.523	-125.77	-13.679	31.171	60.815	92.278	76.071	-21.799	-81.759	38.592	112.73	-13.318	15.222	-3.7218	85.199	-80.899	26.584
-24.346	77.03	-82.306	24.289	9.9607	-86	-69.28	-64.034	35.658	80.676	59.46	-82.177	-79.587	2.1545	-117.79	-11.343	55.135	-72.586	-106.76	103.2	-46.602	178.22	-36.413	51.961	55.851	0.94765	29.952	-39.83	-44.37	-22.622	-81.285	18.845	26.836	-74.08	52.71	44.7	35.436	-69.542	133.96	-39.76	-10.957	82.088	-10.493	-36.563	2.2577	37.522	12.729	-115.12	-66.009	107.61	-49.048	-104.45	-149.82	-60.551	93.637	-15.793	-111.3	93.882	-29.228	-28.6	-0.64487	-64.21	-32.048	-65.735	-80.773	-81.552	-145.93	104.13	138.48	120.98	-29.546	34.561	28.122	87.296	-15.536	105.8	-44.527	-65.495	86.701	-6.2875	-44.71	31.771	-15.274	55.94	25.46	-24.287	-32.633	19.031	7.5955	6.3285	68.38	-120.34	14.514	16.95	-67.512	-40.736	-32.624	49.538	-84.659	-32.66
-59.107	-23.815	34.808	55.462	-60.562	-67.827	-29.812	-68.967	-86.156	-64.342	4.5163	42.957	22.087	63.068	56.974	-83.377	-8.1889	-102.28	-68.49	-20.729	-49.646	-1.4539	68.991	16.652	16.963	-8.3099	-69.218	-27.988	83.833	46.908	-0.059039	-17.999	-37.023	11.431	-61.501	49.297	9.4924	12.518	-64.47	8.1305	10.183	32.964	27.709	-28.567	-1.5416	-23.776	-60.105	123.6	-124.84	-70.208	103.9	-0.15719	-85.972	-87.574	11.309	-14.472	-79.751	-49.614	12.057	-11.502	-61.63	8.9544	206.84	-136.12	87.113	49.602	30.213	11.686	51.275	16.942	8.4699	100.26	52.936	42.615	-190.5	-0.12409	-6.4652	33.811	-102.45	1.8826	13.901	-71.071	-90.343	-77.239	-104.07	-15.263	0.97384	2.2098	56.775	98.981	-47.945	-38.865	105.02	115.58	-75.074	102.7	46.287	97.855	-27.591	92.482
-46.651	-31.982	-39.39	-128.5	64.323	-60.051	20.446	-113.42	-63.412	103.29	67.252	-15.485	-85.781	6.4054	-162.55	-13.818	20.188	-156.3	-51.711	76.81	-47.356	174.96	-32.543	67.461	21.468	6.2994	9.7421	-20.24	11.691	14.416	-23.142	-6.2251	-13.116	12.247	4.5715	-3.4097	74.32	-77.853	147.75	-24.482	-8.2654	-17.42	-44.75	-31.213	47.132	-5.853	46.032	-47.118	-53.795	47.72	-63.798	-124.66	-102.97	15.893	49.934	11.088	-72.769	107.3	-62.735	-0.809	-0.69258	-24.831	6.1624	-55.175	-9.0638	-99.191	-211.25	72.765	41.49	103.27	-45.92	31.593	60.599	84.935	55.213	63.825	-45.418	5.2408	40.434	28.313	-9.6815	37.101	6.5296	66.2	-6.3018	-56.83	-70.995	40.747	62.183	40.732	101.16	-41.181	-80.318	-45.595	-85.729	-70.74	46.338	76.369	-50.184	-6.5264
-20.842	34.458	-64.121	-34.71	76.662	-77.675	-66.047	-48.102	0.5893	27.947	-20.777	-87.525	34.941	0.39887	-145.89	32.722	108.48	-30.419	-96.621	65.953	-36.929	156.09	-82.026	66.154	-59.267	30.485	-1.3428	-11.184	-27.083	-55.189	-57.162	1.2351	-10.379	-14.976	29.88	44.31	40.311	-67.642	129.06	-27.792	61.563	30.995	-73.143	-5.0138	78.121	28.683	11.393	-15.805	-56.835	46.701	-14.037	-91.363	-79.421	-53.666	141.08	9.2044	-52.963	110.08	-2.3596	-10.511	-79.322	0.76714	-99.677	-68.001	-41.819	-149.68	-133.01	57.255	52.352	75.879	-78.044	15.467	22.581	55.055	27.724	37.897	36.346	29.805	52.738	34.959	11.048	35.795	-32.427	58.454	-16.816	-78.996	-59.783	-15.193	41.486	43.281	59.849	-113.22	-47.412	-19.08	-74.035	-115.08	21.221	41.659	9.7214	-27.039
-16.617	15.909	-52.709	-27.146	18.104	-38.602	-39.331	-73.571	-42.81	108.26	-9.0389	-76.238	-62.883	-21.035	-130.23	-1.795	43.997	-40.351	-64.751	145.95	-27.769	205.81	-113.39	27.966	-3.0745	122.18	35.968	-33.719	-1.4059	-27.95	-56.6	55.154	25.677	-77.923	55.18	-32.496	28.822	-82.552	102.75	44.452	-25.02	50.752	-25.823	-47.047	9.9604	53.447	18.474	-74.461	-107.62	75.152	-39.413	-100.04	-131.08	-63.191	19.67	24.104	-28.766	157.45	-7.501	10.276	2.3291	-2.2398	-29.698	9.9228	11.061	-124.33	-105.57	19.559	32.617	121.03	-92.791	18.701	25.249	14.084	15.557	33.356	-14.633	108.45	65.35	30.731	-21.59	27.069	37.344	42.484	-20.385	-18.691	-28.981	-68.447	1.4745	24.117	71.356	5.3358	-21.617	10.143	-134.3	-53.159	-11.129	88.033	-21.236	-24.507
-47.088	37.584	11.01	37.202	-91.097	-74.925	-73.193	-27.52	-134.68	-53.236	-44.527	-18.006	13.045	80.061	23.04	-64.347	-34.97	-100.98	-56.012	-21.085	-21.553	40.636	33.777	-28.243	-6.9621	36.02	-28.103	31.478	74.735	-19.83	2.129	-3.6997	-72.142	3.3194	-77.263	4.0174	-15.018	-31.776	-49.974	57.431	-69.73	-15.086	44.469	7.3602	-1.1212	1.624	9.9786	-7.4764	-66.629	13.005	157.6	23.168	-38.006	-104.03	62.111	-127.65	-34.187	18.237	41.006	3.6224	-34.061	-32.588	124.96	-56.104	77.662	44.734	-30.983	33.33	26.671	2.0632	44.331	67.704	35.753	54.504	-131.14	36.728	32.62	44.952	-80.674	-26.185	14.185	-46.671	-112.65	-35.035	-89.398	-43.87	-28.186	36.266	49.796	52.766	31.32	-26.826	51.984	99.781	-32.389	6.421	63.125	110.74	-42.803	51.207
-74.164	6.4357	-12.476	68.787	-76.501	-103.04	-80.147	-92.389	-143.46	-5.9647	-11.518	30.557	35.244	-19.557	1.918	-60.209	26.627	-86.965	-88.014	-76.874	-50.012	82.683	57.526	-51.958	57.883	73.546	-88.933	-30.505	100.71	-5.4648	-41.835	15.201	-131.21	46.85	-56.023	-48.023	24.445	-31.193	-73.461	52.684	-104.09	-12.493	30.684	-18.994	-36.948	-4.6895	43.101	69.196	-62.265	-47.871	116.56	26.561	-64.328	-174.39	53.604	37.82	-105.5	8.5722	32.217	6.3186	-2.5184	57.688	113.89	-75.109	31.005	39.379	13.703	32.725	7.7821	-11.095	20.712	113.33	1.7888	66.783	-99.367	1.1293	-15.889	-31.514	-45.729	-21.534	-49.958	-28.142	-83.728	-69.484	-126.74	-50.152	-24.417	36.169	48.68	34.757	-41.232	-17.994	69.583	90.54	-11.908	47.941	36.357	93.987	-10.23	59.84
